iteration,vertex_id,degree,normalized_degree,dual,weighted_neighbor_dual,complement_degree,stable_set_occurrences
4,55,115,0.927419,0.486552,38.873482,9,8
4,56,115,0.927419,0.437358,39.415540,9,7
4,57,111,0.895161,0.362847,38.742367,13,7
4,58,115,0.927419,0.294134,39.288576,9,7
4,59,108,0.870968,0.195883,36.878079,16,12
4,60,111,0.895161,0.194614,37.925660,13,9
4,61,108,0.870968,0.422127,37.310669,16,12
4,62,106,0.854839,0.262710,36.595197,18,10
4,63,104,0.838710,0.262710,36.566758,20,12
4,64,115,0.927419,0.463122,39.116055,9,7
4,65,117,0.943548,0.556844,39.811595,7,7
4,66,111,0.895161,0.541407,38.117050,13,8
4,67,112,0.903226,0.268508,38.206449,12,9
4,68,113,0.911290,0.177976,38.714271,11,7
4,69,113,0.911290,0.463122,38.700823,11,8
4,70,110,0.887097,0.149022,38.028130,14,10
4,71,107,0.862903,0.204185,37.298868,17,14
4,72,113,0.911290,0.204494,39.371664,11,6
4,73,114,0.919355,0.233756,39.068679,10,6
4,74,105,0.846774,0.422127,36.728988,19,15
4,75,110,0.887097,0.336261,38.033756,14,8
4,76,111,0.895161,0.413619,38.670909,13,9
4,77,117,0.943548,0.594580,40.504357,7,6
4,78,115,0.927419,0.536878,39.210875,9,7
4,79,107,0.862903,0.204494,36.506621,17,13
4,80,112,0.903226,0.228782,38.651046,12,9
4,81,116,0.935484,0.513448,39.307993,8,7
4,82,114,0.919355,0.437358,39.155952,10,8
4,83,111,0.895161,0.432316,38.789194,13,11
4,84,107,0.862903,0.181063,36.584803,17,12
4,85,108,0.870968,0.246003,36.605077,16,14
4,86,111,0.895161,0.371801,38.261715,13,8
4,87,112,0.903226,0.434374,38.359108,12,8
4,88,117,0.943548,0.434957,39.856913,7,4
4,89,109,0.879032,0.102504,37.673310,15,9
4,90,111,0.895161,0.314099,37.916672,13,12
4,91,112,0.903226,0.241612,38.417050,12,8
4,92,112,0.903226,0.200617,38.441818,12,8
4,93,113,0.911290,0.368645,38.946758,11,8
4,94,120,0.967742,0.595094,41.109914,4,3
4,95,111,0.895161,0.268508,37.617633,13,6
4,96,108,0.870968,0.314099,37.482504,16,11
4,97,111,0.895161,0.295266,38.471492,13,7
4,98,110,0.887097,0.401029,38.309331,14,9
4,99,113,0.911290,0.443156,38.739451,11,8
4,100,118,0.951613,0.766244,40.682607,6,6
4,101,113,0.911290,0.291938,38.318250,11,8
4,102,110,0.887097,0.315163,38.212590,14,11
4,103,113,0.911290,0.373379,39.254134,11,7
4,104,109,0.879032,0.224974,36.169949,15,10
4,105,115,0.927419,0.356158,39.228268,9,7
4,106,112,0.903226,0.228782,38.866141,12,8
4,107,115,0.927419,0.463122,39.344288,9,6
4,108,116,0.935484,0.685901,40.299863,8,6
4,109,110,0.887097,0.311904,37.170257,14,9
4,110,112,0.903226,0.405420,38.658937,12,9
4,111,116,0.935484,0.314099,39.480137,8,6
4,112,110,0.887097,0.205009,37.378456,14,8
4,113,111,0.895161,0.331870,38.362470,13,7
4,114,110,0.887097,0.134717,37.931046,14,10
4,115,113,0.911290,0.422127,38.772487,11,9
4,116,109,0.879032,0.223842,38.039931,15,9
4,117,113,0.911290,0.422127,38.848233,11,9
4,118,109,0.879032,0.382196,37.718113,15,12
4,119,114,0.919355,0.463122,39.765214,10,6
4,120,114,0.919355,0.268508,39.046690,10,7
4,121,112,0.903226,0.536878,37.225386,12,10
4,122,112,0.903226,0.331870,38.421818,12,8
4,123,109,0.879032,0.331870,38.216226,15,13
4,124,103,0.830645,0.104563,35.548576,21,19
5,0,115,0.927419,0.366174,39.132856,9,7
5,1,108,0.870968,0.260487,37.246903,16,12
5,2,115,0.927419,0.452903,39.510673,9,5
5,3,112,0.903226,0.175549,38.471563,12,10
5,4,103,0.830645,0.227347,34.952530,21,16
5,5,112,0.903226,0.446485,39.068816,12,8
5,6,110,0.887097,0.335572,37.707867,14,10
5,7,108,0.870968,0.241827,37.082251,16,11
5,8,117,0.943548,0.576952,40.514256,7,5
5,9,116,0.935484,0.326168,39.885655,8,6
5,10,112,0.903226,0.390058,39.129273,12,8
5,11,112,0.903226,0.366174,39.511569,12,8
5,12,112,0.903226,0.364831,38.469175,12,10
5,13,111,0.895161,0.359755,38.102254,13,7
5,14,109,0.879032,0.286610,37.539633,15,13
5,15,112,0.903226,0.429318,38.674429,12,10
5,16,108,0.870968,0.347664,37.620690,16,14
5,17,111,0.895161,0.133602,37.905807,13,8
5,18,107,0.862903,0.359158,36.753247,17,15
5,19,106,0.854839,0.126735,35.599642,18,11
5,20,109,0.879032,0.327959,37.605464,15,12
5,21,112,0.903226,0.221973,38.624272,12,9
5,22,108,0.870968,0.258397,37.408419,16,12
5,23,107,0.862903,0.347664,37.219734,17,13
5,24,108,0.870968,0.326168,37.251381,16,16
5,25,110,0.887097,0.326168,38.134647,14,11
5,26,113,0.911290,0.366174,38.787879,11,8
5,27,108,0.870968,0.351545,37.508285,16,11
5,28,111,0.895161,0.258397,38.281535,13,11
5,29,107,0.862903,0.241827,36.074190,17,12
5,30,110,0.887097,0.322287,37.769219,14,9
5,31,116,0.935484,0.483206,39.761457,8,6
5,32,110,0.887097,0.194507,38.085535,14,11
5,33,115,0.927419,0.413644,39.537543,9,6
5,34,112,0.903226,0.289446,38.855949,12,8
5,35,114,0.919355,0.483206,39.164950,10,7
5,36,115,0.927419,0.601582,39.964771,9,7
5,37,115,0.927419,0.439319,40.000597,9,6
5,38,112,0.903226,0.537841,38.697119,12,9
5,39,114,0.919355,0.413345,39.289446,10,8
5,40,110,0.887097,0.404538,37.925810,14,10
5,41,107,0.862903,0.063890,36.479475,17,12
5,42,114,0.919355,0.462159,39.543663,10,8
5,43,110,0.887097,0.446485,38.462606,14,10
5,44,106,0.854839,0.326168,36.578295,18,18
5,45,109,0.879032,0.096880,37.392894,15,10
5,46,107,0.862903,0.241827,36.724735,17,14
5,47,110,0.887097,0.347664,37.727273,14,10
5,48,116,0.935484,0.421854,40.243320,8,7
5,49,116,0.935484,0.422600,40.093298,8,6
5,50,114,0.919355,0.540081,40.037170,10,7
5,51,110,0.887097,0.350799,37.154650,14,9
5,52,113,0.911290,0.073742,39.245708,11,8
5,53,109,0.879032,0.260337,37.512017,15,8
5,54,110,0.887097,0.096880,37.279445,14,13
5,55,115,0.927419,0.483206,38.911181,9,8
5,56,115,0.927419,0.446485,39.448425,9,7
5,57,111,0.895161,0.366174,38.725183,13,7
5,58,115,0.927419,0.293178,39.295567,9,7
5,59,108,0.870968,0.215256,36.876399,16,12
5,60,111,0.895161,0.194507,37.882371,13,9
5,61,108,0.870968,0.419913,37.274966,16,12
5,62,106,0.854839,0.258397,36.579489,18,10
5,63,104,0.838710,0.258397,36.542021,20,13
5,64,115,0.927419,0.452903,39.111509,9,7
5,65,117,0.943548,0.553515,39.819077,7,7
5,66,111,0.895161,0.536199,38.111360,13,8
5,67,112,0.903226,0.267652,38.190476,12,9
5,68,113,0.911290,0.156591,38.708912,11,7
5,69,113,0.911290,0.452903,38.688461,11,8
5,70,110,0.887097,0.139872,38.003583,14,10
5,71,107,0.862903,0.196298,37.292581,17,14
5,72,113,0.911290,0.217943,39.376922,11,6
5,73,114,0.919355,0.241827,39.049410,10,6
5,74,105,0.846774,0.419913,36.704284,19,15
5,75,110,0.887097,0.347664,38.071205,14,8
5,76,111,0.895161,0.413644,38.654277,13,10
5,77,117,0.943548,0.601582,40.511867,7,6
5,78,115,0.927419,0.547097,39.243171,9,7
5,79,107,0.862903,0.217943,36.526795,17,13
5,80,112,0.903226,0.244514,38.629348,12,9
5,81,116,0.935484,0.516794,39.296164,8,7
5,82,114,0.919355,0.453053,39.210778,10,8
5,83,111,0.895161,0.425586,38.714734,13,11
5,84,107,0.862903,0.170622,36.557994,17,12
5,85,108,0.870968,0.250784,36.645768,16,14
5,86,111,0.895161,0.355426,38.221526,13,8
5,87,112,0.903226,0.432005,38.332587,12,8
5,88,117,0.943548,0.407822,39.808927,7,4
5,89,109,0.879032,0.105837,37.685028,15,9
5,90,111,0.895161,0.301538,37.866846,13,12
5,91,112,0.903226,0.232423,38.430213,12,8
5,92,112,0.903226,0.199433,38.418719,12,8
5,93,113,0.911290,0.373489,38.941484,11,8
5,94,120,0.967742,0.600836,41.116286,4,3
5,95,111,0.895161,0.260337,37.634572,13,6
5,96,108,0.870968,0.322287,37.512912,16,11
5,97,111,0.895161,0.314674,38.435289,13,7
5,98,110,0.887097,0.391999,38.290939,14,9
5,99,113,0.911290,0.446485,38.759367,11,8
5,100,118,0.951613,0.758173,40.662338,6,6
5,101,113,0.911290,0.288700,38.349604,11,8
5,102,110,0.887097,0.319749,38.232572,14,11
5,103,113,0.911290,0.362144,39.233766,11,7
5,104,109,0.879032,0.227347,36.192268,15,10
5,105,115,0.927419,0.352739,39.238991,9,7
5,106,112,0.903226,0.244514,38.870279,12,8
5,107,115,0.927419,0.452903,39.316316,9,6
5,108,116,0.935484,0.677713,40.299746,8,6
5,109,110,0.887097,0.319749,37.107180,14,9
5,110,112,0.903226,0.398418,38.640842,12,9
5,111,116,0.935484,0.322287,39.525004,8,6
5,112,110,0.887097,0.220928,37.368861,14,8
5,113,111,0.895161,0.326168,38.357516,13,7
5,114,110,0.887097,0.133602,37.960591,14,10
5,115,113,0.911290,0.419913,38.765040,11,9
5,116,109,0.879032,0.228542,38.051649,15,9
5,117,113,0.911290,0.419913,38.821317,11,9
5,118,109,0.879032,0.390058,37.711599,15,12
5,119,114,0.919355,0.452903,39.753247,10,6
5,120,114,0.919355,0.260337,39.030602,10,7
5,121,112,0.903226,0.547097,37.312285,12,10
5,122,112,0.903226,0.326168,38.451261,12,8
5,123,109,0.879032,0.326168,38.190028,15,13
5,124,103,0.830645,0.112256,35.556949,21,19
6,0,115,0.927419,0.364261,39.128866,9,7
6,1,108,0.870968,0.245704,37.219931,16,12
6,2,115,0.927419,0.467354,39.524055,9,5
6,3,112,0.903226,0.173540,38.434708,12,10
6,4,103,0.830645,0.221649,34.915808,21,16
6,5,112,0.903226,0.443299,39.029210,12,8
6,6,110,0.887097,0.345361,37.742268,14,10
6,7,108,0.870968,0.237113,37.058419,16,11
6,8,117,0.943548,0.570447,40.479381,7,5
6,9,116,0.935484,0.333333,39.881443,8,6
6,10,112,0.903226,0.383162,39.121993,12,8
6,11,112,0.903226,0.359107,39.542955,12,8
6,12,112,0.903226,0.371134,38.479381,12,10
6,13,111,0.895161,0.350515,38.116838,13,7
6,14,109,0.879032,0.293814,37.546392,15,13
6,15,112,0.903226,0.431271,38.694158,12,11
6,16,108,0.870968,0.333333,37.580756,16,14
6,17,111,0.895161,0.135739,37.841924,13,8
6,18,107,0.862903,0.371134,36.792096,17,15
6,19,106,0.854839,0.134021,35.591065,18,11
6,20,109,0.879032,0.329897,37.599656,15,12
6,21,112,0.903226,0.221649,38.582474,12,9
6,22,108,0.870968,0.261168,37.395189,16,12
6,23,107,0.862903,0.333333,37.195876,17,13
6,24,108,0.870968,0.333333,37.233677,16,16
6,25,110,0.887097,0.333333,38.182131,14,11
6,26,113,0.911290,0.359107,38.780069,11,8
6,27,108,0.870968,0.347079,37.496564,16,11
6,28,111,0.895161,0.261168,38.300687,13,11
6,29,107,0.862903,0.233677,36.051546,17,12
6,30,110,0.887097,0.319588,37.860825,14,9
6,31,116,0.935484,0.474227,39.745704,8,6
6,32,110,0.887097,0.206186,38.087629,14,11
6,33,115,0.927419,0.408935,39.554983,9,6
6,34,112,0.903226,0.302405,38.884880,12,8
6,35,114,0.919355,0.482818,39.158076,10,7
6,36,115,0.927419,0.584192,39.927835,9,7
6,37,115,0.927419,0.429553,39.986254,9,6
6,38,112,0.903226,0.532646,38.671821,12,9
6,39,114,0.919355,0.420962,39.292096,10,8
6,40,110,0.887097,0.405498,37.982818,14,10
6,41,107,0.862903,0.058419,36.489691,17,12
6,42,114,0.919355,0.467354,39.560137,10,8
6,43,110,0.887097,0.443299,38.450172,14,10
6,44,106,0.854839,0.333333,36.621993,18,18
6,45,109,0.879032,0.096220,37.391753,15,10
6,46,107,0.862903,0.233677,36.709622,17,14
6,47,110,0.887097,0.333333,37.694158,14,11
6,48,116,0.935484,0.429553,40.233677,8,7
6,49,116,0.935484,0.417526,40.101375,8,6
6,50,114,0.919355,0.554983,40.089347,10,7
6,51,110,0.887097,0.347079,37.144330,14,9
6,52,113,0.911290,0.075601,39.235395,11,8
6,53,109,0.879032,0.268041,37.530928,15,8
6,54,110,0.887097,0.096220,37.250859,14,13
6,55,115,0.927419,0.482818,38.876289,9,8
6,56,115,0.927419,0.443299,39.429553,9,7
6,57,111,0.895161,0.364261,38.752577,13,7
6,58,115,0.927419,0.293814,39.268041,9,7
6,59,108,0.870968,0.207904,36.860825,16,12
6,60,111,0.895161,0.211340,37.919244,13,9
6,61,108,0.870968,0.420962,37.302405,16,12
6,62,106,0.854839,0.261168,36.609966,18,10
6,63,104,0.838710,0.261168,36.565292,20,13
6,64,115,0.927419,0.467354,39.139175,9,7
6,65,117,0.943548,0.556701,39.807560,7,7
6,66,111,0.895161,0.541237,38.128866,13,8
6,67,112,0.903226,0.276632,38.213058,12,9
6,68,113,0.911290,0.182131,38.711340,11,7
6,69,113,0.911290,0.467354,38.701031,11,8
6,70,110,0.887097,0.147766,38.022337,14,10
6,71,107,0.862903,0.207904,37.297251,17,14
6,72,113,0.911290,0.211340,39.362543,11,6
6,73,114,0.919355,0.233677,39.046392,10,6
6,74,105,0.846774,0.420962,36.714777,19,15
6,75,110,0.887097,0.333333,38.005155,14,8
6,76,111,0.895161,0.408935,38.664948,13,10
6,77,117,0.943548,0.584192,40.475945,7,6
6,78,115,0.927419,0.532646,39.197595,9,7
6,79,107,0.862903,0.211340,36.529210,17,13
6,80,112,0.903226,0.235395,38.646048,12,10
6,81,116,0.935484,0.517182,39.310997,8,7
6,82,114,0.919355,0.443299,39.183849,10,8
6,83,111,0.895161,0.420962,38.764605,13,11
6,84,107,0.862903,0.185567,36.568729,17,12
6,85,108,0.870968,0.245704,36.618557,16,14
6,86,111,0.895161,0.360825,38.235395,13,8
6,87,112,0.903226,0.432990,38.338488,12,8
6,88,117,0.943548,0.431271,39.848797,7,4
6,89,109,0.879032,0.099656,37.656357,15,9
6,90,111,0.895161,0.319588,37.917526,13,12
6,91,112,0.903226,0.245704,38.434708,12,8
6,92,112,0.903226,0.199313,38.429553,12,8
6,93,113,0.911290,0.372852,38.955326,11,8
6,94,120,0.967742,0.582474,41.116838,4,3
6,95,111,0.895161,0.262887,37.632302,13,6
6,96,108,0.870968,0.319588,37.484536,16,11
6,97,111,0.895161,0.286942,38.455326,13,7
6,98,110,0.887097,0.398625,38.310997,14,9
6,99,113,0.911290,0.443299,38.781787,11,8
6,100,118,0.951613,0.766323,40.680412,6,6
6,101,113,0.911290,0.271478,38.309278,11,8
6,102,110,0.887097,0.310997,38.213058,14,11
6,103,113,0.911290,0.367698,39.242268,11,7
6,104,109,0.879032,0.223368,36.164948,15,10
6,105,115,0.927419,0.357388,39.206186,9,7
6,106,112,0.903226,0.235395,38.852234,12,8
6,107,115,0.927419,0.467354,39.352234,9,6
6,108,116,0.935484,0.680412,40.283505,8,6
6,109,110,0.887097,0.309278,37.164948,14,9
6,110,112,0.903226,0.415808,38.652921,12,9
6,111,116,0.935484,0.319588,39.481100,8,6
6,112,110,0.887097,0.199313,37.393471,14,8
6,113,111,0.895161,0.333333,38.371134,13,7
6,114,110,0.887097,0.135739,37.936426,14,10
6,115,113,0.911290,0.420962,38.780069,11,9
6,116,109,0.879032,0.231959,38.073883,15,9
6,117,113,0.911290,0.420962,38.871134,11,9
6,118,109,0.879032,0.383162,37.711340,15,12
6,119,114,0.919355,0.467354,39.754296,10,6
6,120,114,0.919355,0.262887,39.039519,10,7
6,121,112,0.903226,0.532646,37.226804,12,10
6,122,112,0.903226,0.333333,38.424399,12,8
6,123,109,0.879032,0.333333,38.219931,15,13
6,124,103,0.830645,0.111684,35.567010,21,19
7,0,115,0.927419,0.364261,39.128866,9,7
7,1,108,0.870968,0.245704,37.211340,16,12
7,2,115,0.927419,0.467354,39.524055,9,5
7,3,112,0.903226,0.173540,38.443299,12,10
7,4,103,0.830645,0.221649,34.915808,21,16
7,5,112,0.903226,0.443299,39.029210,12,8
7,6,110,0.887097,0.345361,37.750859,14,10
7,7,108,0.870968,0.237113,37.058419,16,11
7,8,117,0.943548,0.570447,40.479381,7,5
7,9,116,0.935484,0.333333,39.881443,8,6
7,10,112,0.903226,0.383162,39.121993,12,8
7,11,112,0.903226,0.359107,39.534364,12,8
7,12,112,0.903226,0.371134,38.479381,12,10
7,13,111,0.895161,0.350515,38.116838,13,7
7,14,109,0.879032,0.293814,37.546392,15,13
7,15,112,0.903226,0.431271,38.694158,12,11
7,16,108,0.870968,0.333333,37.580756,16,14
7,17,111,0.895161,0.135739,37.841924,13,8
7,18,107,0.862903,0.371134,36.792096,17,15
7,19,106,0.854839,0.134021,35.582474,18,11
7,20,109,0.879032,0.329897,37.599656,15,12
7,21,112,0.903226,0.221649,38.582474,12,9
7,22,108,0.870968,0.261168,37.395189,16,12
7,23,107,0.862903,0.333333,37.195876,17,13
7,24,108,0.870968,0.333333,37.242268,16,16
7,25,110,0.887097,0.333333,38.182131,14,11
7,26,113,0.911290,0.359107,38.780069,11,8
7,27,108,0.870968,0.347079,37.496564,16,11
7,28,111,0.895161,0.261168,38.300687,13,11
7,29,107,0.862903,0.233677,36.051546,17,12
7,30,110,0.887097,0.319588,37.852234,14,9
7,31,116,0.935484,0.474227,39.745704,8,6
7,32,110,0.887097,0.206186,38.087629,14,11
7,33,115,0.927419,0.408935,39.554983,9,6
7,34,112,0.903226,0.302405,38.884880,12,8
7,35,114,0.919355,0.482818,39.158076,10,7
7,36,115,0.927419,0.584192,39.927835,9,7
7,37,115,0.927419,0.429553,39.986254,9,6
7,38,112,0.903226,0.532646,38.671821,12,9
7,39,114,0.919355,0.420962,39.292096,10,8
7,40,110,0.887097,0.405498,37.982818,14,10
7,41,107,0.862903,0.058419,36.489691,17,12
7,42,114,0.919355,0.467354,39.551546,10,8
7,43,110,0.887097,0.443299,38.450172,14,10
7,44,106,0.854839,0.333333,36.621993,18,18
7,45,109,0.879032,0.096220,37.391753,15,10
7,46,107,0.862903,0.233677,36.709622,17,14
7,47,110,0.887097,0.333333,37.694158,14,11
7,48,116,0.935484,0.429553,40.233677,8,7
7,49,116,0.935484,0.417526,40.101375,8,6
7,50,114,0.919355,0.554983,40.089347,10,7
7,51,110,0.887097,0.347079,37.152921,14,9
7,52,113,0.911290,0.075601,39.235395,11,8
7,53,109,0.879032,0.268041,37.530928,15,8
7,54,110,0.887097,0.096220,37.250859,14,13
7,55,115,0.927419,0.482818,38.876289,9,8
7,56,115,0.927419,0.443299,39.429553,9,7
7,57,111,0.895161,0.364261,38.743986,13,7
7,58,115,0.927419,0.293814,39.268041,9,7
7,59,108,0.870968,0.207904,36.860825,16,12
7,60,111,0.895161,0.211340,37.919244,13,9
7,61,108,0.870968,0.420962,37.302405,16,12
7,62,106,0.854839,0.261168,36.601375,18,10
7,63,104,0.838710,0.261168,36.565292,20,13
7,64,115,0.927419,0.467354,39.139175,9,7
7,65,117,0.943548,0.556701,39.807560,7,7
7,66,111,0.895161,0.541237,38.137457,13,9
7,67,112,0.903226,0.276632,38.213058,12,9
7,68,113,0.911290,0.182131,38.711340,11,7
7,69,113,0.911290,0.458763,38.701031,11,9
7,70,110,0.887097,0.147766,38.022337,14,10
7,71,107,0.862903,0.207904,37.297251,17,14
7,72,113,0.911290,0.211340,39.371134,11,6
7,73,114,0.919355,0.233677,39.046392,10,6
7,74,105,0.846774,0.420962,36.714777,19,15
7,75,110,0.887097,0.333333,38.005155,14,8
7,76,111,0.895161,0.408935,38.664948,13,10
7,77,117,0.943548,0.584192,40.475945,7,6
7,78,115,0.927419,0.532646,39.197595,9,7
7,79,107,0.862903,0.211340,36.529210,17,13
7,80,112,0.903226,0.235395,38.646048,12,10
7,81,116,0.935484,0.517182,39.310997,8,7
7,82,114,0.919355,0.443299,39.183849,10,8
7,83,111,0.895161,0.420962,38.764605,13,11
7,84,107,0.862903,0.185567,36.568729,17,12
7,85,108,0.870968,0.245704,36.618557,16,14
7,86,111,0.895161,0.360825,38.235395,13,8
7,87,112,0.903226,0.432990,38.338488,12,8
7,88,117,0.943548,0.431271,39.848797,7,4
7,89,109,0.879032,0.099656,37.656357,15,9
7,90,111,0.895161,0.319588,37.917526,13,12
7,91,112,0.903226,0.245704,38.434708,12,8
7,92,112,0.903226,0.199313,38.429553,12,8
7,93,113,0.911290,0.372852,38.955326,11,8
7,94,120,0.967742,0.582474,41.116838,4,3
7,95,111,0.895161,0.262887,37.632302,13,6
7,96,108,0.870968,0.319588,37.484536,16,11
7,97,111,0.895161,0.295533,38.455326,13,7
7,98,110,0.887097,0.398625,38.310997,14,9
7,99,113,0.911290,0.443299,38.773196,11,8
7,100,118,0.951613,0.766323,40.680412,6,6
7,101,113,0.911290,0.271478,38.309278,11,8
7,102,110,0.887097,0.310997,38.213058,14,11
7,103,113,0.911290,0.367698,39.242268,11,7
7,104,109,0.879032,0.223368,36.156357,15,10
7,105,115,0.927419,0.357388,39.206186,9,7
7,106,112,0.903226,0.235395,38.852234,12,8
7,107,115,0.927419,0.467354,39.352234,9,6
7,108,116,0.935484,0.680412,40.283505,8,6
7,109,110,0.887097,0.309278,37.164948,14,9
7,110,112,0.903226,0.415808,38.652921,12,9
7,111,116,0.935484,0.319588,39.489691,8,6
7,112,110,0.887097,0.199313,37.393471,14,8
7,113,111,0.895161,0.333333,38.371134,13,7
7,114,110,0.887097,0.135739,37.936426,14,10
7,115,113,0.911290,0.420962,38.780069,11,9
7,116,109,0.879032,0.231959,38.065292,15,9
7,117,113,0.911290,0.420962,38.871134,11,9
7,118,109,0.879032,0.383162,37.711340,15,12
7,119,114,0.919355,0.467354,39.754296,10,6
7,120,114,0.919355,0.262887,39.039519,10,7
7,121,112,0.903226,0.532646,37.235395,12,10
7,122,112,0.903226,0.333333,38.424399,12,8
7,123,109,0.879032,0.333333,38.219931,15,13
7,124,103,0.830645,0.111684,35.567010,21,19
